country_iso3c	party	election_date	manifesto_id	lang	qs_nr	qs_id	text	cmp_code	issue	issue_binary	position
NOR	12320	2009-09-14	12320_200909	nor	469	12320_200909_00469	sikre at samiske læremidler i skolen er tilgjengelig	607	integration	immigration/integration	supportive
NOR	12320	2009-09-14	12320_200909	nor	470	12320_200909_00470	sikre kommunene tilstrekkelig med ressurser til å gi undervisning i samisk og nasjonale minoritetsspråk, og legge til rette for tospråklighet	607	integration	immigration/integration	supportive
NOR	12320	2009-09-14	12320_200909	nor	480	12320_200909_00480	bedre rammebetingelsene for samiske kunstnere og kulturutøvere	607	integration	immigration/integration	supportive
NOR	12320	2009-09-14	12320_200909	nor	485	12320_200909_00485	. og medier for ulike nasjonale minoriteter	607	integration	immigration/integration	supportive
NOR	12320	2009-09-14	12320_200909	nor	486	12320_200909_00486	styrke forskningen og kunnskapsutviklingen rundt nasjonale minoriteter	607	integration	immigration/integration	supportive
NOR	12320	2009-09-14	12320_200909	nor	487	12320_200909_00487	støtte tiltak som setter fokus på nasjonale minoriteters kultur.	607	integration	immigration/integration	supportive
NOR	12320	2009-09-14	12320_200909	nor	515	12320_200909_00515	tilby gratis kjernetid i barnehage for alle 3–5åringer i områder med mange minoritetsspråklige	506	integration	immigration/integration	supportive
NOR	12320	2009-09-14	12320_200909	nor	640	12320_200909_00640	at elever med fagbrev skal gis større mulighet til å søke høyere utdanning innenfor sitt fagområde	506	integration	immigration/integration	supportive
NOR	12320	2009-09-14	12320_200909	nor	702	12320_200909_00702	at alle som ikke har videregående utdanning får mulighet til å ta dette – uavhengig av alder	506	integration	immigration/integration	supportive
NOR	12320	2009-09-14	12320_200909	nor	704	12320_200909_00704	gi tilbud om språkopplæring også til innvandrere – særlig kvinner – som har bodd i Norge lenge	506	integration	immigration/integration	supportive
NOR	12320	2009-09-14	12320_200909	nor	705	12320_200909_00705	sørge for at bedre ferdigheter i å lese og skrive er en del av arbeidsmarkedspolitikken.	506	integration	immigration/integration	supportive
NOR	12320	2009-09-14	12320_200909	nor	1217	12320_200909_01217	målrette atferdsprogrammer brukt i barnevernet, slik at de bedre kan brukes i familier med innvandrerbakgrunn	504	integration	immigration/integration	supportive
NOR	12320	2009-09-14	12320_200909	nor	1218	12320_200909_01218	bedre oversikten over antall norske barn som til enhver tid oppholder seg i utlandet	504	integration	immigration/integration	neutral
NOR	12320	2009-09-14	12320_200909	nor	1219	12320_200909_01219	følge opp barn som har mangler i norskkunnskaper ved 4årskontroll, samt deres foreldre	504	integration	immigration/integration	supportive
NOR	12320	2009-09-14	12320_200909	nor	1220	12320_200909_01220	gi tilbud om sommerskole, inkludert fritidsaktiviteter, for barn i områder med mange minoritetsspråklige familier	504	integration	immigration/integration	supportive
NOR	12320	2009-09-14	12320_200909	nor	1228	12320_200909_01228	, og at tilbudet er tilgjengelig for alle, uansett bosted, inntekt, kjønn, etnisitet og språk eller alde	504	integration	immigration/integration	supportive
NOR	12320	2009-09-14	12320_200909	nor	1591	12320_200909_01591	intensivere arbeidet mot menneskehandel	605	integration	immigration/integration	sceptical
NOR	12320	2009-09-14	12320_200909	nor	1592	12320_200909_01592	, illegal innvandring	605	immigration	immigration/integration	sceptical
NOR	12320	2009-09-14	12320_200909	nor	1664	12320_200909_01664	Barneog ungdomsorganisasjonene har en unik mulighet for å bidra til mangfold i samfunnet og inkludering av alle, uansett bakgrunn	606	integration	immigration/integration	supportive
NOR	12320	2009-09-14	12320_200909	nor	1665	12320_200909_01665	. God integrering dreier seg om å skape flest mulig møteplasser på tvers av etnisitet, kjønn, funksjonsevne og sosial bakgrunn	606	integration	immigration/integration	supportive
NOR	12320	2009-09-14	12320_200909	nor	1666	12320_200909_01666	. Det er et mål at flere med minoritetsbakgrunn deltar aktivt i frivillig arbeid, både barn og voksne.	606	integration	immigration/integration	supportive
NOR	12320	2009-09-14	12320_200909	nor	1687	12320_200909_01687	støtte og oppfordre lag og organisasjoner til å inkludere minoriteter	606	integration	immigration/integration	supportive
NOR	12320	2009-09-14	12320_200909	nor	1688	12320_200909_01688	støtte frivillige organisasjoner som særlig satser på inkludering av minoritetskvinner i integreringsøyemed	606	integration	immigration/integration	supportive
NOR	12320	2009-09-14	12320_200909	nor	1710	12320_200909_01710	. I tillegg bidrar kultursatsing til større forståelse mellom mennesker, inkludering og integrering	502	integration	immigration/integration	supportive
NOR	12320	2009-09-14	12320_200909	nor	1745	12320_200909_01745	tilrettelegge for bruk av kulturopplevelser i et samarbeid med profesjonelle og frivillige kulturkrefter for å bidra til økt livskvalitet og inkludering, for eksempel i eldreomsorgen, psykisk helsevern, forebyggende barneog ungdomstiltak og integrering av innvandrere	502	integration	immigration/integration	supportive
NOR	12320	2009-09-14	12320_200909	nor	1754	12320_200909_01754	Samfunnet er mer mangfoldig på trosog livssynsområdet i dag enn tidligere	607	integration	immigration/integration	supportive
NOR	12320	2009-09-14	12320_200909	nor	1760	12320_200909_01760	. Samtidig er det avgjørende for oss at innbyggere som har annen religiøs eller livssynsmessig tilhørighet ikke skal bli diskriminert eller tilsidesatt av flertallet.	607	integration	immigration/integration	supportive
NOR	12320	2009-09-14	12320_200909	nor	1806	12320_200909_01806	. Vi må bygge broer og utvikle samarbeid mellom ulike kulturer og religioner.	107	integration	immigration/integration	supportive
NOR	12320	2009-09-14	12320_200909	nor	1814	12320_200909_01814	Norsk sikkerhetspolitikk skal bidra til å sikre Norges suverenitet og territorielle integritet	104	immigration	immigration/integration	sceptical
NOR	12320	2009-09-14	12320_200909	nor	1947	12320_200909_01947	. Vår utviklingspolitikk må derfor ses i sammenheng med den politikk Norge fører på andre områder, som handel, investering, innvandring og klimapolitikk	107	immigration	immigration/integration	supportive
NOR	12320	2009-09-14	12320_200909	nor	2073	12320_200909_02073	Krav om etisk ansvarlighet og anstendighet gjelder også for næringsliv og offentlige virksomheter	201	integration	immigration/integration	supportive
NOR	12320	2009-09-14	12320_200909	nor	2175	12320_200909_02175	og en økonomisk og industriell samarbeidssone i nord	410	immigration	immigration/integration	supportive
NOR	12320	2009-09-14	12320_200909	nor	2182	12320_200909_02182	. Utfordringer i nord som klimaendringer, kriminalitet, migrasjon og ressursforvaltning forsterker behovet for dette samarbeidet	107	immigration	immigration/integration	sceptical
NOR	12320	2009-09-14	12320_200909	nor	2227	12320_200909_02227	Forsvaret må gjenspeile det samme mangfoldet som preger resten av samfunnet, enten det gjelder etnisk bakgrunn, likestilling mellom kjønnene eller aldersspredning	503	integration	immigration/integration	supportive
NOR	12320	2009-09-14	12320_200909	nor	2229	12320_200909_02229	. Arbeiderpartiet ønsker å øke kvinneandelen og andelen med etnisk minoritetsbakgrunn i Forsvaret.	503	integration	immigration/integration	supportive
NOR	12320	2009-09-14	12320_200909	nor	2245	12320_200909_02245	videreutvikle det nordiske forsvarssamarbeidet	104	immigration	immigration/integration	neutral
NOR	12320	2009-09-14	12320_200909	nor	2246	12320_200909_02246	at siviltjenesten må gjøres mer fredsrelevant og kompetansebyggende.	104	immigration	immigration/integration	supportive
NOR	12320	2009-09-14	12320_200909	nor	2248	12320_200909_02248	Det er over 40 millioner flyktninger i verden	705	immigration	immigration/integration	neutral
NOR	12320	2009-09-14	12320_200909	nor	2249	12320_200909_02249	. En stor del av disse er internt fordrevne	705	immigration	immigration/integration	supportive
NOR	12320	2009-09-14	12320_200909	nor	2250	12320_200909_02250	. Mennesker på flukt risikerer fengsel, tortur og kanskje død på grunn av sine meninger eller sin stilling i samfunnet	705	immigration	immigration/integration	supportive
NOR	12320	2009-09-14	12320_200909	nor	2251	12320_200909_02251	. Arbeiderpartiet vil både være med og ta et internasjonalt ansvar for å bekjempe årsakene til at mennesker må flykte, og bidra til å beskytte flyktninger fra ytterligere nedverdigelse og nød	705	immigration	immigration/integration	sceptical
NOR	12320	2009-09-14	12320_200909	nor	2252	12320_200909_02252	. Flyktninger er ikke rettsløse, og Arbeiderpartiet vil derfor også arbeide for å fremme flyktningers rettigheter.	705	integration	immigration/integration	supportive
NOR	12320	2009-09-14	12320_200909	nor	2253	12320_200909_02253	Norge har et moralsk ansvar for mennesker i nød	705	immigration	immigration/integration	supportive
NOR	12320	2009-09-14	12320_200909	nor	2254	12320_200909_02254	. Vi bygger vår flyktningog asylpolitikk på internasjonale rettsprinsipper uttrykt gjennom menneskerettighetserklæringen og flyktningkonvensjonen	705	immigration	immigration/integration	supportive
NOR	12320	2009-09-14	12320_200909	nor	2255	12320_200909_02255	. Mennesker som har behov for beskyttelse ved at de er tvunget til å forlate sitt eget land, skal få beskyttelse i Norge.	705	immigration	immigration/integration	supportive
NOR	12320	2009-09-14	12320_200909	nor	2256	12320_200909_02256	Arbeiderpartiet mener at innvandring til Norge er grunnleggende positivt, og beriker oss både økonomisk og kulturelt	607	immigration	immigration/integration	supportive
NOR	12320	2009-09-14	12320_200909	nor	2257	12320_200909_02257	. Samtidig kan ikke Norge ta imot alle som ønsker å komme hit	107	immigration	immigration/integration	sceptical
NOR	12320	2009-09-14	12320_200909	nor	2258	12320_200909_02258	. Internasjonalt samarbeid, byrdefordeling og bistand til land i konflikt er derfor viktig	107	immigration	immigration/integration	sceptical
NOR	12320	2009-09-14	12320_200909	nor	2259	12320_200909_02259	. Regulert innvandring er en forutsetning for å lykkes i integreringspolitikken	608	immigration	immigration/integration	sceptical
NOR	12320	2009-09-14	12320_200909	nor	2260	12320_200909_02260	. Arbeiderpartiet vil ha en balansert og kontrollert innvandring	608	immigration	immigration/integration	sceptical
NOR	12320	2009-09-14	12320_200909	nor	2261	12320_200909_02261	, og står for en human, rettferdig og konsekvent flyktningog asylpolitikk	608	immigration	immigration/integration	supportive
NOR	12320	2009-09-14	12320_200909	nor	2262	12320_200909_02262	. Anbefalingene fra FNs høykommissær for flyktninger er et viktig grunnlag for norske myndigheters asylpolitikk	107	immigration	immigration/integration	supportive
NOR	12320	2009-09-14	12320_200909	nor	2263	12320_200909_02263	. De som har fått endelig avslag på sin asylsøknad, har fått saken sin grundig behandlet og plikter å forlate landet	605	immigration	immigration/integration	sceptical
NOR	12320	2009-09-14	12320_200909	nor	2264	12320_200909_02264	. Arbeiderpartiet vil ha en aktiv returpolitikk som bidrar til at flere velger å reise frivillig, men også bruke tvangsmessige returer.	605	immigration	immigration/integration	sceptical
NOR	12320	2009-09-14	12320_200909	nor	2265	12320_200909_02265	Mottak av kvoteflyktninger er den sikreste og mest rettferdige måten å sikre mennesker varig beskyttelse på	705	immigration	immigration/integration	sceptical
NOR	12320	2009-09-14	12320_200909	nor	2266	12320_200909_02266	. Det er derfor ønskelig at flere land i Europa tar imot kvoteflyktninger for å redusere antallet asylsøkere som risikerer sine liv for å komme inn i Europa	705	immigration	immigration/integration	sceptical
NOR	12320	2009-09-14	12320_200909	nor	2267	12320_200909_02267	. Samarbeid, bedre byrdefordeling og kontroll med asyltilstrømmingen er en viktig forutsetning for å kunne få til en økning i uttak av kvoteflyktninger	705	immigration	immigration/integration	neutral
NOR	12320	2009-09-14	12320_200909	nor	2268	12320_200909_02268	. Arbeiderpartiet ønsker å prioritere mottak av kvoteflyktninger som skjer i samarbeid med FNs høykommissær for flyktninger	705	immigration	immigration/integration	supportive
NOR	12320	2009-09-14	12320_200909	nor	2269	12320_200909_02269	. Vår evne til å gjøre dette, påvirkes av hvor mange asylsøkere som kommer til landet	705	immigration	immigration/integration	sceptical
NOR	12320	2009-09-14	12320_200909	nor	2270	12320_200909_02270	. Vårt mål er å øke til minst 1500 kvoteflyktninger	705	immigration	immigration/integration	supportive
NOR	12320	2009-09-14	12320_200909	nor	2271	12320_200909_02271	. Ambisjonen kan økes dersom situasjonen tilsier det.	705	immigration	immigration/integration	supportive
NOR	12320	2009-09-14	12320_200909	nor	2272	12320_200909_02272	Vi har et stort ansvar for å beskytte og å bistå ofre for menneskehandel som befinner seg i Norge	605	immigration	immigration/integration	supportive
NOR	12320	2009-09-14	12320_200909	nor	2274	12320_200909_02274	. I tillegg må arbeidet for å beskytte og yte bistand til ofre for menneskehandel styrkes.	705	immigration	immigration/integration	supportive
NOR	12320	2009-09-14	12320_200909	nor	2275	12320_200909_02275	Arbeiderpartiet er positiv til den nye arbeidskraftinnvandringen som kommer som en følge av EUutvidelsen	410	immigration	immigration/integration	supportive
NOR	12320	2009-09-14	12320_200909	nor	2276	12320_200909_02276	. Arbeidsinnvandrere i Norge skal ha samme lønnsog arbeidsvilkår som norske arbeidstakere	701	integration	immigration/integration	supportive
NOR	12320	2009-09-14	12320_200909	nor	2277	12320_200909_02277	, og skal informeres om sine rettigheter.	701	immigration	immigration/integration	supportive
NOR	12320	2009-09-14	12320_200909	nor	2279	12320_200909_02279	støtte FNs høykommissær for flyktningers arbeid for å sikre og fremme flyktningers rettigheter	705	immigration	immigration/integration	supportive
NOR	12320	2009-09-14	12320_200909	nor	2281	12320_200909_02281	øke antallet kvoteflyktninger til minst 1500 i året	705	immigration	immigration/integration	supportive
NOR	12320	2009-09-14	12320_200909	nor	2282	12320_200909_02282	redusere antallet illegale innvandrere gjennom flere returavtaler og flere ressurser til politiet	605	immigration	immigration/integration	sceptical
NOR	12320	2009-09-14	12320_200909	nor	2283	12320_200909_02283	styrke saksbehandlingskapasiteten og redusere saksbehandlingstiden i UDI	303	immigration	immigration/integration	sceptical
NOR	12320	2009-09-14	12320_200909	nor	2286	12320_200909_02286	kompetansen i mottakene	705	integration	immigration/integration	neutral
NOR	12320	2009-09-14	12320_200909	nor	2289	12320_200909_02289	legge til rette for økt arbeidsinnvandring	410	immigration	immigration/integration	supportive
NOR	12320	2009-09-14	12320_200909	nor	2291	12320_200909_02291	asylsøkere	705	immigration	immigration/integration	supportive
NOR	12320	2009-09-14	12320_200909	nor	2293	12320_200909_02293	utviklingsland innenfor rammen av bistandsprosjekter i enkelte land	107	immigration	immigration/integration	supportive
NOR	12320	2009-09-14	12320_200909	nor	2295	12320_200909_02295	. Slik regulering skal ikke begrense disse arbeidstakernes rett til å søke arbeid i andre land	107	integration	immigration/integration	supportive
NOR	12320	2009-09-14	12320_200909	nor	2296	12320_200909_02296	vurdere å opprette et eget nasjonalt identitetssenter	705	immigration	immigration/integration	supportive
NOR	12320	2009-09-14	12320_200909	nor	2297	12320_200909_02297	at det psykiske helsetilbudet i tilknytning til asylmottakene styrkes	705	immigration	immigration/integration	supportive
NOR	12320	2009-09-14	12320_200909	nor	2298	12320_200909_02298	arbeide for å skjerme barnefamilier og enslige kvinner på asylmottak	705	immigration	immigration/integration	supportive
NOR	12420	2009-09-14	12420_200909	nor	69	12420_200909_00069	Venstre tar utgangspunkt i enkeltmennesket, uansett sosial status, funksjonsnivå, nasjonalitet, bosted, hudfarge eller legning.	201	integration	immigration/integration	supportive
NOR	12420	2009-09-14	12420_200909	nor	71	12420_200909_00071	Vi ønsker et mangfoldig samfunn hvor forhold mellom mennesker bygger på toleranse og respekt.	503	integration	immigration/integration	supportive
NOR	12420	2009-09-14	12420_200909	nor	641	12420_200909_00641	Utdanning er også et viktig integreringstiltak for alle som er arbeidsføre, men som av ulike årsaker faller utenfor i samfunnet.	506	integration	immigration/integration	supportive
NOR	12420	2009-09-14	12420_200909	nor	643	12420_200909_00643	Gjennomgå opplæringstilbudet for dem som faller utenfor det  ordinære arbeidslivet, herunder rusavhengige og asylsøkere,  samt voksne som allerede er i arbeid.	506	integration	immigration/integration	supportive
NOR	12420	2009-09-14	12420_200909	nor	1356	12420_200909_01356	. Kronikere og fravær ved barns sykdom skal i så tilfelle  skjermes.	701	integration	immigration/integration	supportive
NOR	12420	2009-09-14	12420_200909	nor	1358	12420_200909_01358	og for friere og mindre byråkratisk arbeidsinnvandring til Norge.	701	immigration	immigration/integration	supportive
NOR	12420	2009-09-14	12420_200909	nor	1499	12420_200909_01499	Menneskers frie bevegelser over landegrenser er en grunnleggende liberal verdi, til beste for det enkelte menneske og for samfunnene.	201	immigration	immigration/integration	supportive
NOR	12420	2009-09-14	12420_200909	nor	1500	12420_200909_01500	Innvandring er både positivt og nødvendig for Norge.	607	immigration	immigration/integration	supportive
NOR	12420	2009-09-14	12420_200909	nor	1501	12420_200909_01501	En forutsetning for at innvandringen skal føre til et mer mangfoldig og liberalt samfunn er gjensidig integrering.	607	integration	immigration/integration	supportive
NOR	12420	2009-09-14	12420_200909	nor	1503	12420_200909_01503	samtidig som de som kommer til landet selv må ville integreres i samfunnet og ha respekt for norske lover.	607	integration	immigration/integration	supportive
NOR	12420	2009-09-14	12420_200909	nor	1505	12420_200909_01505	Vi trenger mangfold,	607	integration	immigration/integration	supportive
NOR	12420	2009-09-14	12420_200909	nor	1506	12420_200909_01506	kulturelle impulser	607	integration	immigration/integration	supportive
NOR	12420	2009-09-14	12420_200909	nor	1507	12420_200909_01507	og arbeidskraft.	701	immigration	immigration/integration	supportive
NOR	12420	2009-09-14	12420_200909	nor	1508	12420_200909_01508	Det er også avgjørende at vi viser solidaritet med forfulgte mennesker gjennom flyktningpolitikken.	705	immigration	immigration/integration	supportive
NOR	12420	2009-09-14	12420_200909	nor	1509	12420_200909_01509	Venstres innvandringspolitikk baserer seg på to hovedprinsipper.	705	immigration	immigration/integration	supportive
NOR	12420	2009-09-14	12420_200909	nor	1510	12420_200909_01510	For det første skal Norge overholde sine internasjonale forpliktelser overfor forfulgte ved å ta imot flyktninger som trenger beskyttelse.	705	immigration	immigration/integration	supportive
NOR	12420	2009-09-14	12420_200909	nor	1511	12420_200909_01511	For det andre skal det være mulig å komme til Norge for  mennesker som ønsker å bidra i det norske samfunnet.	201	immigration	immigration/integration	supportive
NOR	12420	2009-09-14	12420_200909	nor	1513	12420_200909_01513	Norge har flere ganger blitt kritisert av FNs høykommissær for  flyktninger (UNHCR) for at vi ikke følger deres anbefalinger	705	immigration	immigration/integration	sceptical
NOR	12420	2009-09-14	12420_200909	nor	1517	12420_200909_01517	Det er nødvendig å beskytte asylinstituttet til fordel for dem som er reelle flyktninger.	705	immigration	immigration/integration	sceptical
NOR	12420	2009-09-14	12420_200909	nor	1518	12420_200909_01518	Arbeidssøkere skal avvises i asylkøen, og heller få en mulighet til å arbeidsinnvandre.	705	immigration	immigration/integration	sceptical
NOR	12420	2009-09-14	12420_200909	nor	1519	12420_200909_01519	Asylsøkere som misbruker asylinstituttet ved å drive kriminell aktivitet må få en  rask reaksjon fra politi og rettsvesen og raskt utvises der det er mulig.	605	immigration	immigration/integration	sceptical
NOR	12420	2009-09-14	12420_200909	nor	1520	12420_200909_01520	De siste årene har menneskehandel økt.	705	immigration	immigration/integration	sceptical
NOR	12420	2009-09-14	12420_200909	nor	1521	12420_200909_01521	Venstre mener det er viktig at de ofrene som ikke har søkt asyl får en såkalt refleksjonsperiode med midlertidig opphold.	705	immigration	immigration/integration	supportive
NOR	12420	2009-09-14	12420_200909	nor	1522	12420_200909_01522	I tillegg bør ofre for menneskehandel følges aktivt opp ved retur til hjemlandet.	705	immigration	immigration/integration	sceptical
NOR	12420	2009-09-14	12420_200909	nor	1525	12420_200909_01525	Redusere saksbehandlingstiden.	705	immigration	immigration/integration	supportive
NOR	12420	2009-09-14	12420_200909	nor	1526	12420_200909_01526	Øke antallet kvoteflyktninger fra FN.	705	immigration	immigration/integration	supportive
NOR	12420	2009-09-14	12420_200909	nor	1527	12420_200909_01527	Innføre en regel om at kritikk fra FNs høykommissær for flyktninger fører til ny saksbehandling i asylsaker.	705	immigration	immigration/integration	supportive
NOR	12420	2009-09-14	12420_200909	nor	1528	12420_200909_01528	Senke terskelen for å få asyl på grunn av kjønnsrelatert forfølgelse.	705	immigration	immigration/integration	supportive
NOR	12420	2009-09-14	12420_200909	nor	1530	12420_200909_01530	Innføre en ordning som i spesielle tilfeller gir ambassader og  konsulat mulighet til å gi mennesker på flukt asyl.	705	immigration	immigration/integration	supportive
NOR	12420	2009-09-14	12420_200909	nor	1531	12420_200909_01531	Foreta en helhetlig evaluering av Utlendingsnemnda	705	immigration	immigration/integration	sceptical
NOR	12420	2009-09-14	12420_200909	nor	1532	12420_200909_01532	og vurdere innføring av en egen asyldomstol.	705	immigration	immigration/integration	supportive
NOR	12420	2009-09-14	12420_200909	nor	1533	12420_200909_01533	At ofre for menneskehandel skal få utsatt utreise og hjelp til  reetablering i hjemlandet.	705	immigration	immigration/integration	supportive
NOR	12420	2009-09-14	12420_200909	nor	1534	12420_200909_01534	At asylsøkere må gis mulighet til å arbeide mens søknaden  behandles.	705	integration	immigration/integration	supportive
NOR	12420	2009-09-14	12420_200909	nor	1535	12420_200909_01535	At asylsøkere kan «skifte kø» fra søknad om asyl til søknad om  opphold på grunn av arbeid.	705	immigration	immigration/integration	supportive
NOR	12420	2009-09-14	12420_200909	nor	1536	12420_200909_01536	Gi ureturnerbare og langsiktige asylsøkere rett til norskopp-læring.	705	immigration	immigration/integration	supportive
NOR	12420	2009-09-14	12420_200909	nor	1539	12420_200909_01539	Innføre en viljeserklæring for alle som er lovlig bosatt i Norge  og som skal reise for å gifte seg utenfor EU/EØS.	705	immigration	immigration/integration	sceptical
NOR	12420	2009-09-14	12420_200909	nor	1540	12420_200909_01540	Innføre et anonymt vitneprov i intervju med utlendingsmyndighetene om familiegjenforening.	705	integration	immigration/integration	supportive
NOR	12420	2009-09-14	12420_200909	nor	1542	12420_200909_01542	Etablere flere beredskapshjem til mindreårige som har brutt  med familien sin på grunn av vold eller trusler om tvangsekteskap.	705	immigration	immigration/integration	supportive
NOR	12420	2009-09-14	12420_200909	nor	1544	12420_200909_01544	Det er et mål at så få som mulig oppholder seg ulovlig i Norge.	605	immigration	immigration/integration	supportive
NOR	12420	2009-09-14	12420_200909	nor	1545	12420_200909_01545	En del av løsningen er å tvangsreturnere flere som har fått avslag på sin søknad	605	immigration	immigration/integration	sceptical
NOR	12420	2009-09-14	12420_200909	nor	1546	12420_200909_01546	. En rekke utlendinger kan ikke sendes ut etter avslått asylsøknad, enten fordi Norge ikke har returavtale med hjemlandet, fordi hjemlandet nekter å ta imot vedkommende, eller fordi det ikke er mulig med tvangsreturnering.	705	immigration	immigration/integration	sceptical
NOR	12420	2009-09-14	12420_200909	nor	1547	12420_200909_01547	Disse må gis et oppholdsgrunnlag inntil de lar seg returnere.	705	immigration	immigration/integration	sceptical
NOR	12420	2009-09-14	12420_200909	nor	1549	12420_200909_01549	Tvangsreturnere hurtigere etter endelig avslag.	605	immigration	immigration/integration	sceptical
NOR	12420	2009-09-14	12420_200909	nor	1550	12420_200909_01550	I visse tilfeller åpne for å gi asylsøkere med avslag adgang til  et nytt intervju hos utlendingsmyndighetene.	705	immigration	immigration/integration	supportive
NOR	12420	2009-09-14	12420_200909	nor	1551	12420_200909_01551	At botid i Norge kan være et relevant hensyn i vurderingen av  opphold på humanitært grunnlag.	705	immigration	immigration/integration	supportive
NOR	12420	2009-09-14	12420_200909	nor	1552	12420_200909_01552	Sørge for at de som  oppholder seg ulovlig i landet får rett til helsehjelp utover akutthjelp når manglende hjelp kan få alvorlige helsemessige konsekvenser	705	integration	immigration/integration	supportive
NOR	12420	2009-09-14	12420_200909	nor	1553	12420_200909_01553	og at helsepersonell ikke risikere rettslig etterspill dersom de ytes relevant helsehjelp til mennesker med ulovlig opphold i Norge.	705	integration	immigration/integration	supportive
NOR	12420	2009-09-14	12420_200909	nor	1554	12420_200909_01554	Språk og gjensidig kulturforståelse er nøkkelen til integrering.	705	integration	immigration/integration	supportive
NOR	12420	2009-09-14	12420_200909	nor	1556	12420_200909_01556	Konkurransen om arbeidskraft vil øke, og Norge må delta i denne konkurransen	701	immigration	immigration/integration	supportive
NOR	12420	2009-09-14	12420_200909	nor	1561	12420_200909_01561	Åpne for at bedrifter og utdannings- og forskningsinstitusjoner forhåndsgodkjennes slik at forskere/spesialister kan påbegynne arbeidet sitt mens Utlendingsdirektoratet (UDI) behandler søknaden.	701	immigration	immigration/integration	supportive
NOR	12420	2009-09-14	12420_200909	nor	1565	12420_200909_01565	Venstre vil arbeide for at terskelen for å få visum til Norge skal senkes	701	immigration	immigration/integration	supportive
NOR	12420	2009-09-14	12420_200909	nor	1570	12420_200909_01570	Innføre en ordning med kjærestevisum som gir norsk-utenlandske par muligheten til å bo 12 måneder sammen i Norge.	701	immigration	immigration/integration	supportive
NOR	12420	2009-09-14	12420_200909	nor	1573	12420_200909_01573	Norge er et flerkulturelt samfunn	607	integration	immigration/integration	supportive
NOR	12420	2009-09-14	12420_200909	nor	1574	12420_200909_01574	. Uten innvandreres innsats og deltagelse hadde Norge vært  et fattigere samfunn, både materielt og kulturelt, og de aller fleste med minoritetsbakgrunn er lovlydige mennesker som ønsker å jobbe og å bli integrert i det norske samfunnet.	607	integration	immigration/integration	supportive
NOR	12420	2009-09-14	12420_200909	nor	1575	12420_200909_01575	Men vi har også har en rekke utfordringer med hensyn til integrering av minoriteter.	705	integration	immigration/integration	supportive
NOR	12420	2009-09-14	12420_200909	nor	1576	12420_200909_01576	Enkelte minoritetsspråklige står i dag mer eller mindre utenfor samfunnet.	705	integration	immigration/integration	neutral
NOR	12420	2009-09-14	12420_200909	nor	1578	12420_200909_01578	Venstre vil ha en integreringspolitikk som ikke bare omfatter gode offentlige tilbud,	705	integration	immigration/integration	supportive
NOR	12420	2009-09-14	12420_200909	nor	1580	12420_200909_01580	, gjerne med støtte og tilrettelegging fra det offentlige.	705	integration	immigration/integration	supportive
NOR	12420	2009-09-14	12420_200909	nor	1581	12420_200909_01581	Språk og gjensidig kulturforståelse er nøkkelen til integrering.	705	integration	immigration/integration	supportive
NOR	12420	2009-09-14	12420_200909	nor	1582	12420_200909_01582	Få innvandrere vil beherske norsk etter fullført norskkurs	705	integration	immigration/integration	supportive
NOR	12420	2009-09-14	12420_200909	nor	1583	12420_200909_01583	. Derfor er det viktig med uformell språktrening og uformelle nettverk som stimulerer språkutvikling og gjensidig integrering	705	integration	immigration/integration	supportive
NOR	12420	2009-09-14	12420_200909	nor	1584	12420_200909_01584	. Det er også avgjørende at barn lærer godt norsk de første årene på skolen.	705	integration	immigration/integration	supportive
NOR	12420	2009-09-14	12420_200909	nor	1585	12420_200909_01585	Venstre vil ta initiativ til en gjennomgang av opplæringstilbudet  for alle som får fast opphold i Norge	705	integration	immigration/integration	supportive
NOR	12420	2009-09-14	12420_200909	nor	1589	12420_200909_01589	Tilby norskopplæring til asylsøkere og andre innvandrere som  har krav på undervisning umiddelbart etter ankomst til Norge.	705	immigration	immigration/integration	supportive
NOR	12420	2009-09-14	12420_200909	nor	1590	12420_200909_01590	Utvide introduksjonskurset for nyankomne	705	integration	immigration/integration	supportive
NOR	12420	2009-09-14	12420_200909	nor	1592	12420_200909_01592	Gi økt støtte til frivillige organisasjoner som jobber med integrering	705	integration	immigration/integration	supportive
NOR	12420	2009-09-14	12420_200909	nor	1597	12420_200909_01597	At staten og kommunene bør pålegge seg selv mål for å øke  andelen av minoriteter ved ansettelser.	705	integration	immigration/integration	supportive
NOR	12420	2009-09-14	12420_200909	nor	1598	12420_200909_01598	Innføre en mentorordning i arbeidslivet for høyt utdannede  innvandrere og arbeidstakere med spesielle behov på vei ut i arbeidslivet.	705	integration	immigration/integration	supportive
NOR	12420	2009-09-14	12420_200909	nor	1668	12420_200909_01668	Innføre meldeplikt for dem som i dag har en plikt til å avverge  kjønnslemlestelse.	605	integration	immigration/integration	supportive
NOR	12420	2009-09-14	12420_200909	nor	1785	12420_200909_01785	Venstres mål er at alle mennesker skal kunne delta i samfunnet på lik linje med andre uavhengig av kjønn, nedsatt funksjonsevne, etnisitet, religion eller seksuell orientering.	503	integration	immigration/integration	supportive
NOR	12420	2009-09-14	12420_200909	nor	1791	12420_200909_01791	Det frivillige Norge bidrar med uegennyttig innsats i samfunnet uten å være styrt av offentlige  eller kommersielle interesser	606	integration	immigration/integration	supportive
